NHIAREGION,NHIADISTRICT,FACILITYNAME,FACILITYTYPE,OWNERSHIP,INSURANCE,DEPOSITDATE,APPLICATIONCATEGORY,STATUS,RECNUMBER,APPLICATIONDATE,END_DATE
ASHANTI,BANTAMA SUB-METRO,MAGAZINE CLINIC,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,10/6/2022,Renewal,Payment Submitted - Pending Verification,ARBSM-0415-2022-028,2/11/2022,11/30/2022
BONO_EAST,TECHIMAN MUNICIPAL,GINA MEDICAL CENTRE,Clinic,Private,National Health Insurance Scheme (NHIS) Only,10/6/2022,New Application,Payment Submitted - Pending Verification,BETEC-0206-2022-060,10/6/2022,
UP_EAST,BONGO MHIS,NAYORIGO CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/6/2022,New Application,Payment Submitted - Pending Verification,UEBNG-0210-2022-065,9/20/2022,
UP_EAST,BONGO MHIS,KUNKUA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/6/2022,Upgrade,Payment Submitted - Pending Verification,UEBNG-0510-2022-073,10/6/2022,6/1/2024
ASHANTI,ATWIMA MPONOA,ERICA MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,10/6/2022,Renewal,Payment Submitted - Pending Verification,ARATM-0405-2022-192,9/30/2022,11/30/2022
ASHANTI,KWABRE,TOPCARE HOSPITAL LIMITED ,Clinic,Private,Both,10/6/2022,New Application,Payment Submitted - Pending Verification,ARKWB-0206-2022-176,9/13/2022,
BONO,WENCHI DISTRICT,CLEAR SCAN,Ultrasound Centre,Private,National Health Insurance Scheme (NHIS) Only,10/7/2022,Renewal,Payment Submitted - Pending Verification,BNWEN-0413-2022-068,9/29/2022,11/30/2022
NORTHERN,TOLON/KUMBUNGU,KASULYILI CHPS COMPOUND,Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/7/2022,Renewal,Payment Submitted - Pending Verification,NRTKB-0404-2022-091,9/30/2022,8/31/2022
NORTHERN,TOLON/KUMBUNGU,LINGBUNG CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/7/2022,Renewal,Payment Submitted - Pending Verification,NRTKB-0410-2022-092,9/30/2022,8/31/2022
ASHANTI,ATWIMA NWABIAGYA,SAGE Dental Clinic,Dental clinic,Private,Private Health Insurance Scheme (PHIS) Only,10/7/2022,New Application,Payment Submitted - Pending Verification,ARATN-0207-2022-175,9/12/2022,
ASHANTI,ASOKWA SUB-METRO,VICTORY MATERNITY HOME,Maternity home,Private,National Health Insurance Scheme (NHIS) Only,10/7/2022,Renewal,Payment Submitted - Pending Verification,ARASM-0405-2022-195,10/4/2022,11/30/2022
WESTERN,ELEMBELLE,"ST. MARTIN DE PORRES HOSPITAL,EIKWE",Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,10/7/2022,Renewal,Payment Submitted - Pending Verification,WRELO-0403-2022-116,8/31/2022,12/1/2022
BONO_EAST,PRU,BREKENTE CHPS ,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/10/2022,New Application,Payment Submitted - Pending Verification,BEPRU-0210-2022-013,3/21/2022,
GT.ACCRA,DANGME WEST,ORIGIN CHEMIST LIMITED,Pharmacy,Private,Private Health Insurance Scheme (PHIS) Only,10/10/2022,New Application,Payment Submitted - Pending Verification,GADGW-0211-2022-238,10/10/2022,
CENTRAL,AOB,NANKESE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/10/2022,Renewal,Payment Submitted - Pending Verification,CRAOB-0410-2022-111,8/24/2022,8/31/2022
GT.ACCRA,OSU-KLOTTEY,ORTHODONTIC CENTRE,Dental clinic,Private,Private Health Insurance Scheme (PHIS) Only,10/11/2022,New Application,Payment Submitted - Pending Verification,GAOSK-0207-2022-237,10/9/2022,
CENTRAL,UPPER DENKYIRA,DIASO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/11/2022,Renewal,Payment Submitted - Pending Verification,CRUPD-0404-2022-131,9/23/2022,10/31/2022
ASHANTI,BANTAMA SUB-METRO,FIRSTCARE HOSPITAL,Primary Care Hospital,Private,National Health Insurance Scheme (NHIS) Only,10/11/2022,Renewal,Payment Submitted - Pending Verification,ARBSM-0403-2022-199,10/6/2022,11/30/2022
GT.ACCRA,WEIJA,THE CHOSEN HOSPITAL AND FERTILITY CENTRE LTD.,Primary Care Hospital,Private,Private Health Insurance Scheme (PHIS) Only,10/11/2022,New Application,Payment Submitted - Pending Verification,GAWJO-0203-2022-232,9/27/2022,
CENTRAL,AWUTU,WESLEY CLINIC AND MATERNITY HOME (AWUTU),Clinic,Private,National Health Insurance Scheme (NHIS) Only,10/12/2022,Renewal,Payment Submitted - Pending Verification,CRAES-0406-2022-137,10/10/2022,11/30/2022
ASHANTI,BANTAMA SUB-METRO,AMPABAME CLINIC & MATERNITY HOME,Clinic,Private,National Health Insurance Scheme (NHIS) Only,10/12/2022,Renewal,Payment Submitted - Pending Verification,ARBSM-0406-2022-197,10/5/2022,11/30/2022
GT.ACCRA,OKAIKOI,URIKA MEDICAL CENTRE,Clinic with a specialist,Private,Private Health Insurance Scheme (PHIS) Only,10/13/2022,New Application,Payment Submitted - Pending Verification,GAOKA-0215-2022-239,10/12/2022,
CENTRAL,AWUTU,MILLENNIUM CITY HOSPITAL,Clinic with a specialist,Private,Both,10/13/2022,New Application,Payment Submitted - Pending Verification,CRAES-0215-2022-123,9/8/2022,
BONO,TAIN DISTRICT,SANWA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/13/2022,Renewal,Payment Submitted - Pending Verification,BNTAI-0410-2022-071,10/10/2022,4/1/2023
GT.ACCRA,DANGME EAST,ADA EAST DISTRICT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,10/13/2022,Renewal,Payment Submitted - Pending Verification,GADGE-0403-2021-049,5/20/2021,5/31/2021
EASTERN,NEW JUABEN MHIS,ADWESO CLINIC,Clinic,Private,National Health Insurance Scheme (NHIS) Only,10/13/2022,Renewal,Payment Submitted - Pending Verification,ERNJB-0406-2022-202,9/14/2022,1/1/2023
VOLTA,HO,FORESIGHT MEDICAL CENTREFORFOREFORESFORESIFORESIGFORESIGHFORESIGHT MEDICAL CENTRE,Clinic,Private,National Health Insurance Scheme (NHIS) Only,10/14/2022,Renewal,Payment Submitted - Pending Verification,VRHOM-0406-2022-089,10/13/2022,12/1/2022
CENTRAL,ASSIN SOUTH,ASSIN ADIEMBRA CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/14/2022,Upgrade,Payment Submitted - Pending Verification,CRANS-0510-2022-096,7/26/2022,11/30/2022
WESTERN,SEKONDI SUB-METRO,DOORSTEP MEDICAL CENTRE,Health Center,Private,Private Health Insurance Scheme (PHIS) Only,10/14/2022,New Application,Payment Submitted - Pending Verification,WRSKM-0204-2022-131,10/14/2022,
CENTRAL,AAK,JOEPAT SAVIOUR MEDILAB (ABURA DUNKWA),Diagnostic,Private,National Health Insurance Scheme (NHIS) Only,10/14/2022,Renewal,Payment Submitted - Pending Verification,CRAAK-0409-2020-058,6/12/2020,11/30/2019
BONO,SUNYANI MUNICIPAL,JIL PHARMACY,Pharmacy,Private,Both,10/14/2022,Renewal,Payment Submitted - Pending Verification,BNSNY-0411-2022-072,10/11/2022,11/30/2022
CENTRAL,ASSIN SOUTH,ASSIN HOMAHO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/14/2022,Upgrade,Payment Submitted - Pending Verification,CRANS-0510-2022-135,10/6/2022,11/1/2022
GT.ACCRA,DANGME WEST,CITY CENTRAL PHARMACY LIMITED,Pharmacy,Private,Private Health Insurance Scheme (PHIS) Only,10/14/2022,New Application,Payment Submitted - Pending Verification,GADGW-0211-2022-240,10/14/2022,
AHAFO,TANO NORTH HIS,"TANOSO HEALTH CENTRE,",Health Center,Public,National Health Insurance Scheme (NHIS) Only,10/18/2022,Renewal,Payment Submitted - Pending Verification,AFTAN-0404-2022-022,10/18/2022,1/31/2023
ASHANTI,SEKYERE EAST,"AHMADIYA MUSLIM HOSPITAL, SEKYERE EAST",Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,10/18/2022,Renewal,Payment Submitted - Pending Verification,ARSKE-0403-2022-204,10/18/2022,12/1/2021
EASTERN,NEW JUABEN MHIS,NEWLANDS MEDICAL CENTRE,Clinic with a specialist,Private,Private Health Insurance Scheme (PHIS) Only,10/18/2022,Renewal,Payment Submitted - Pending Verification,ERNJB-0415-2022-201,9/14/2022,11/30/2022
BONO_EAST,ATEBUBU,ABAMBA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/18/2022,Renewal,Payment Submitted - Pending Verification,BEATB-0410-2022-051,8/27/2022,11/30/2022
WESTERN_NORTH,SEFWI WIAWSO DMHIS,PUNIKROM S.D.A CLINIC AND MATERNITY,Health Center,Mission,National Health Insurance Scheme (NHIS) Only,10/19/2022,Renewal,Payment Submitted - Pending Verification,WNSWS-0404-2022-049,5/17/2022,5/31/2023
AHAFO,ASUNAFO SOUTH,PAFO NKWANTA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,10/19/2022,New Application,Payment Submitted - Pending Verification,AFASS-0210-2022-023,10/19/2022,
VOLTA,KETA,WELLSPAN HEALTH LIMITED,Clinic,Private,Both,10/19/2022,Renewal,Payment Submitted - Pending Verification,VRKTA-0406-2022-090,10/14/2022,10/31/2022
BONO_EAST,NKORANZA DIST.,DROMANKESE HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,BENKZ-0404-2022-021,4/26/2022,11/1/2022
VOLTA,ADAKLU-ANYIGBE,HELEKPE HEALTH CENTRE(ADAKLU),Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,VRADK-0404-2022-013,3/26/2022,6/1/2023
CENTRAL,GOMOAMAN,GOMOA OKYEREKO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,CRGOM-0404-2022-056,5/12/2022,5/1/2025
BONO,WENCHI DISTRICT,SUBINSO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Approval For Provsional Crede,BNWEN-0404-2022-027,5/17/2022,6/30/2022
NORTHERN,SAGNARIGU MHIS,MARSHAL MEDICAL CENTRE,Clinic,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,NRSAG-0415-2022-034,5/17/2022,12/1/2022
EASTERN,AFRAM PLAINS HIS,"HOLY ROSARY HEALTH CENTRE, AMANKWAKROM",Health Center,Mission,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,ERAFP-0404-2022-082,5/19/2022,12/1/2024
VOLTA,KETA,ANLOGA HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,VRKTA-0404-2022-016,4/7/2022,12/1/2022
UP_EAST,GARU,RABI-TOME CLINIC,Health Center,Private,National Health Insurance Scheme (NHIS) Only,,Upgrade,Pending Approval For Provsional Crede,UEGAR-0504-2021-094,8/26/2021,10/1/2022
NORTHERN,SAGNARIGU MHIS,KULAA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,NRSAG-0410-2022-040,5/31/2022,6/1/2025
EASTERN,SUHUM KRABOA COALTAR,OKANTA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,ERSKC-0410-2022-077,5/16/2022,6/1/2024
GT.ACCRA,DANGME WEST,KOFIKOPE CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,GADGW-0405-2022-083,4/2/2022,6/1/2023
EASTERN,SUHUM KRABOA COALTAR,NTUNKUM CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Upgrade,Pending Certificate,ERSKC-0510-2022-060,4/27/2022,6/1/2023
EASTERN,SUHUM KRABOA COALTAR,SUHUM HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,ERSKC-0404-2022-029,3/15/2022,12/1/2024
EASTERN,SUHUM KRABOA COALTAR,OMENAKO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,ERSKC-0410-2022-078,5/16/2022,6/1/2024
CENTRAL,AGONA,ANGELINA MEMORIAL CLINIC,Clinic,Private,Both,,New Application,Pending Payment Submission,CRAGN-0206-2022-126,9/13/2022,
VOLTA,AKATSI,ADEHETA CHPS ZONE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Payment Submission,VRAKT-0210-2022-087,9/23/2022,
ASHANTI,KWABRE,KAACHIRE CLINIC LIMITED,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,In Assessment,ARKWB-0415-2022-086,5/5/2022,5/31/2023
ASHANTI,SUBIN SUB-METRO,ADUM CLINIC LTD,Clinic,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,ARSSM-0415-2020-122,7/6/2020,6/1/2022
GT.ACCRA,AYAWASO,EXECUTIVE HEART CENTRE LIMITED (PHIS ONLY),Clinic with a specialist,Private,Private Health Insurance Scheme (PHIS) Only,,Renewal,Pending Payment Submission,GAAYA-0415-2022-106,5/13/2022,11/30/2023
NORTH_EAST,EAST MAMPRUSI DMHIS,JAWANI CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Additional service,Pending Payment Submission,NEEMP-0310-2022-010,5/19/2022,6/30/2023
UP_WEST,WA MUNICIPAL,CARE DIAGNOSTIC SERVICES (WA),Diagnostic,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,UWWAM-0409-2021-054,3/9/2021,12/1/2021
EASTERN,BIRIM SOUTH,SUPONSO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Upgrade,Approved Credential,ERBRS-0510-2022-014,2/2/2022,1/31/2025
WESTERN,AMENFIMAN MHIS,KWAMAN CHPS COMPOUND),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,WRAMF-0410-2022-007,2/2/2022,6/1/2024
WESTERN,ELEMBELLE,MENTUKWA CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Approved Credential,WRELO-0210-2020-026,5/6/2020,2/1/2023
CENTRAL,AJUMAKO,YEBOAH CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Approved Credential,CRAEE-0210-2020-104,7/2/2020,2/1/2023
NORTHERN,NANUMBA SOUTH,NAKPAYILI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Upgrade,Pending,NRNBS-0510-2022-049,6/7/2022,9/30/2022
CENTRAL,GOMOAMAN,GOMOA TARKWA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,CRGOM-0410-2022-067,6/8/2022,11/30/2022
NORTHERN,YENDI DIST HIS,YENDI HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Upgrade,Pending Certificate,NRYEN-0510-2021-002,1/21/2021,6/1/2022
EASTERN,ATIWA DHIS,ASAMANG TAMFOE CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,In Assessment,ERATW-0410-2022-042,4/1/2022,8/31/2022
NORTH_EAST,WEST MAMPRUSI DMHIS,YIZESI HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,NEWMP-0410-2022-017,7/27/2022,11/30/2022
UP_EAST,KASENA-NANKANA DMHIS,KALVIO GUGORO,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Payment Submission,UEKSN-0210-2022-040,7/28/2022,
GT.ACCRA,GA,JOMA HEALTH CENTER,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending,GAGAD-0204-2022-191,7/28/2022,
VOLTA,HO,HLEFI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Upgrade,Pending Payment Submission,VRHOM-0504-2021-132,12/6/2021,5/31/2022
WESTERN,SHAMA MHIS,BAIDEN,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Payment Submission,WRSHM-0210-2022-032,2/22/2022,
VOLTA,HO,ANYIRAWASE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Approved Credential,VRHOM-0210-2021-033,3/4/2021,5/1/2026
SAVANNAH,BOLE DMHIS,BAMBOI POLYCLINIC,Polyclinic,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Approved Credential,SVBOL-0219-2021-057,12/2/2021,2/1/2023
SAVANNAH,SAWLA TUNA KALBA,SAWLA  DISTRICT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Approved Credential,SVSTK-0203-2021-061,12/14/2021,1/31/2026
EASTERN,AKUAPEM SOUTH,TOPMED DIAGNOSTICS (NSAWAM),Ultrasound Centre,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,On Hold,ERAPS-0413-2022-035,3/23/2022,3/1/2022
GT.ACCRA,ASHAIMAN,TSUI BLEOO HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Payment Submission,GAASH-0204-2022-093,4/14/2022,
EASTERN,BIRIM SOUTH,ODA GOVERNMENT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,ERBRS-0403-2022-053,4/15/2022,7/1/2023
WESTERN_NORTH,BIBIANI-ANHWIASO BEKWAI,GHANA BAUXITE COMPANY HOSPITAL,Clinic with a specialist,Quasi-public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,WNBAB-0515-2021-010,3/5/2021,8/1/2022
BONO,BEREKUM,PRECISE HEALTH DIAGNOSTIC SERVICES,Laboratory,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,BNBKM-0414-2022-025,5/10/2022,2/1/2023
CENTRAL,OGUAMAN,DEHIA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Certificate,CRCCM-0410-2022-045,4/8/2022,12/1/2023
GT.ACCRA,DANGME WEST,AYIKUMA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,GADGW-0410-2022-045,2/15/2022,6/30/2022
GT.ACCRA,ADENTA,ACRES MEDICAL CENTRE,Primary Care Hospital,Private,Both,,Renewal,Pending Payment Submission,GAADO-0403-2022-053,2/21/2022,10/31/2024
WESTERN,TAKORADI MHIS,ADIENTEM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending,WRTSM-0410-2022-057,3/25/2022,5/31/2022
CENTRAL,AGONA,KOKOADO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,CRAGN-0410-2022-003,1/13/2022,11/30/2022
WESTERN_NORTH,AOWIN-SUAMAN,NEW GYASIKROM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,WNAWS-0410-2022-023,3/10/2022,6/1/2024
WESTERN_NORTH,AOWIN-SUAMAN,BANASO CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,WNAWS-0410-2022-025,3/10/2022,6/1/2024
WESTERN_NORTH,AOWIN-SUAMAN,APPIAHKROM CHPS COMPOUND (AOWIN),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,WNAWS-0410-2022-028,3/12/2022,6/1/2024
WESTERN_NORTH,AOWIN-SUAMAN,LIMANKROM CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,WNAWS-0410-2022-031,3/12/2022,6/1/2024
EASTERN,ATIWA DHIS,AHENKRASU CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Approval For Provsional Crede,ERATW-0210-2021-300,11/23/2021,9/1/2026
SAVANNAH,CENTRAL GONJA,CENTRAL GONJA DISTRICT HOSPITAL,Primary Care Hospital,Public,Both,,New Application,Pending Payment Submission,SVCGJ-0203-2022-006,1/7/2022,
ASHANTI,SEKYERE WEST,AFRAMSO HEALTH CENTRE (SEKYERE WEST),CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,ARSKW-0404-2020-284,12/15/2020,3/1/2023
ASHANTI,SEKYERE WEST,ASUBUASU  HEALTH CENTRE,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,ARSKW-0410-2021-026,2/27/2021,6/1/2023
ASHANTI,SEKYERE WEST,"JEDUAKO HEALTH CENTRE,",CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,ARSKW-0410-2020-047,5/23/2020,7/1/2022
UP_WEST,SISSALA WEST MHIS,KONCHUURI CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,UWSLW-0410-2020-071,11/10/2020,5/31/2023
CENTRAL,UPPER DENKYIRA,CECENCENTCENTRCENTRCENTRECENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,CRUPD-0404-2021-156,11/11/2021,12/1/2021
UP_WEST,JIRAPA-LAMB MHIS,HIINETENG CHPS,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,UWJPL-0410-2021-156,11/24/2021,9/1/2023
BONO_EAST,TECHIMAN MUNICIPAL,VALLEY VIEW ADVENTIST HOSPITAL,Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,,Additional service,Approved Credential,BETEC-0303-2021-104,10/18/2021,11/30/2021
UP_WEST,WA EAST,NAAHA CHPS COMPOUND,CHPS Compound,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,UWWAE-0410-2021-144,10/14/2021,5/31/2021
GT.ACCRA,ADENTA,ADENTA CLINIC LIMITED,Clinic,Private,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,GAADO-0406-2021-251,12/15/2021,10/31/2021
UP_EAST,BAWKU MUNICIPAL MHIS,PRESBYTERIAN HOSPITAL-BAWKU,Primary Care Hospital,Mission,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,UEBKE-0403-2021-112,9/27/2021,12/1/2022
UP_EAST,BAWKU MUNICIPAL MHIS,MOGNORI HEALTH CENTRE,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Approved Credential,UEBKE-0404-2021-104,9/13/2021,12/1/2022
CENTRAL,OGUAMAN,KAKUMDO CHPS COMPOUND,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Payment Submission,CRCCM-0203-2022-099,8/3/2022,
NORTHERN,ZABZUGU/TATALE,KUKPALIGU H/C,Health Center,Public,National Health Insurance Scheme (NHIS) Only,,New Application,Pending Payment Submission,NRZBT-0204-2022-080,8/3/2022,
BONO_EAST,TECHIMAN MUNICIPAL,DANI-B HOSPITAL LTD,Clinic with a specialist,Private,National Health Insurance Scheme (NHIS) Only,,New Application,Pending,BETEC-0215-2022-061,10/7/2022,
BONO_EAST,ATEBUBU,ATEBUBU DISTRICT HOSPITAL,Primary Care Hospital,Public,National Health Insurance Scheme (NHIS) Only,,Renewal,Pending Payment Submission,BEATB-0403-2022-062,10/12/2022,5/31/2020
